"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-09",101.4421,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-10",101.2663,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-11",101.0501,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2017-12",100.8063,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.5763,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.3753,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.1965,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.0464,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-05",99.91852,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-06",99.80247,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-07",99.70776,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-08",99.6302,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-09",99.55418,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-10",99.46912,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-11",99.37914,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2018-12",99.28762,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-01",99.18988,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-02",99.08176,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-03",98.95181,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-04",98.80074,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-05",98.65579,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-06",98.53684,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-07",98.4419,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-08",98.38668,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-09",98.37711,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-10",98.41759,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-11",98.48873,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2019-12",98.55257,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-01",98.57426,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-02",98.5539,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-03",98.51054,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-04",98.48756,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-05",98.51601,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-06",98.63447,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-07",98.84212,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-08",99.10907,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-09",99.40289,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-10",99.69122,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-11",99.96434,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2020-12",100.2284,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-01",100.5133,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-02",100.8114,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-03",101.1038,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-04",101.3661,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-05",101.5536,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-06",101.6471,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-07",101.6539,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-08",101.5956,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-09",101.4933,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-10",101.3778,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-11",101.2735,
"KOR","CLI","AMPLITUD","LTRENDIDX","M","2021-12",101.187,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.6432,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.5966,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.5619,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.55,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.5688,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.6266,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.7188,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.833,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.9666,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-10",101.1133,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-11",101.2507,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2005-12",101.3737,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-01",101.4814,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-02",101.5681,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-03",101.6258,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-04",101.6497,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.6185,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.5644,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.5144,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.4864,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.4809,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.4931,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.5133,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.5369,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.5501,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.5465,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.494,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-04",101.3837,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.2134,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-06",100.9989,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-07",100.7747,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-08",100.5835,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-09",100.4659,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-10",100.4331,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-11",100.469,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2007-12",100.5454,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-01",100.6301,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-02",100.7097,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-03",100.762,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.7721,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.6958,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-06",100.5038,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-07",100.1804,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.73148,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-09",99.17278,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-10",98.53217,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-11",97.86222,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2008-12",97.23436,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-01",96.72566,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-02",96.40997,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-03",96.32291,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-04",96.44281,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-05",96.71487,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-06",97.07864,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-07",97.47639,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-08",97.86989,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-09",98.24953,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-10",98.60023,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-11",98.92265,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2009-12",99.2138,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-01",99.46338,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-02",99.66172,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-03",99.81319,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-04",99.91452,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-05",99.96614,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-06",99.9882,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-07",99.99409,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-08",99.99675,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-09",100.0012,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-10",100.0264,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-11",100.0845,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.1539,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.2059,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.2128,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.1811,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.1278,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.0635,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-06",100.0157,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-07",99.97604,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.92534,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-09",99.87738,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.86349,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.87085,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.88818,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.90578,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.90337,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.87556,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.81642,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.73237,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.63422,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.53471,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.44363,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.37269,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.33967,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.36018,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.45029,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.60213,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.81775,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-03",100.0673,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-04",100.3238,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-05",100.5632,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-06",100.7728,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.96,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-08",101.1286,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-09",101.2804,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-10",101.397,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-11",101.4625,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2013-12",101.4552,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-01",101.3647,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-02",101.2016,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.9923,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.7404,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.4992,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.3067,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.1661,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.0767,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.0298,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.0152,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.0328,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.0681,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.1252,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.2024,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.2829,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.3663,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.4303,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.4554,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.4258,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.3543,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.2478,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.1232,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-11",99.99478,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2015-12",99.87741,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.78869,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.72755,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.68333,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.65436,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.63632,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.64004,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.66901,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.71745,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.79256,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.89165,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-11",99.9955,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.0971,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.1854,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.2637,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.3563,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.4457,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.5154,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-06",100.5642,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-07",100.5888,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.5937,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-09",100.5927,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-10",100.5939,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-11",100.6005,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2017-12",100.6036,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.6058,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.624,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.6403,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.6625,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-05",100.6765,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-06",100.6693,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-07",100.647,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-08",100.6167,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-09",100.5834,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-10",100.5354,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-11",100.4683,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2018-12",100.3877,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.313,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-02",100.2547,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-03",100.2117,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-04",100.1657,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-05",100.1026,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-06",100.0143,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.90969,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.78947,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.65892,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.51418,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.36148,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.20144,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.02605,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-02",98.83122,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-03",98.31506,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-04",97.9093,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-05",97.40433,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-06",97.53318,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-07",98.01795,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-08",98.46297,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.70605,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-10",98.94235,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-11",99.20902,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2020-12",99.49573,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-01",99.8061,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-02",100.1223,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-03",100.4165,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-04",100.6662,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-05",100.8322,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-06",100.9085,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-07",100.9039,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-08",100.841,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-09",100.7501,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-10",100.6598,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-11",100.5864,
"JPN","CLI","AMPLITUD","LTRENDIDX","M","2021-12",100.5318,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.5284,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.4624,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.3839,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.3271,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.3171,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.3513,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.4041,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.4789,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.5897,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.748,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.9388,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-12",101.1217,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-01",101.2649,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-02",101.3573,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-03",101.3905,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-04",101.3636,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.3013,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.2412,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.2049,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.2128,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.2741,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.3682,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.4792,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.5997,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.7188,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.8376,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.9626,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-04",102.0826,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-05",102.1735,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-06",102.2176,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-07",102.2009,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-08",102.1216,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-09",102.0089,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.8841,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-11",101.7523,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-12",101.6251,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-01",101.4917,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-02",101.3378,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-03",101.1637,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.9482,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.6623,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-06",100.2659,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.72507,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.02181,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-09",98.1692,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-10",97.23077,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-11",96.33211,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-12",95.57671,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-01",95.03043,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-02",94.73131,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-03",94.69657,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-04",94.91409,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-05",95.31038,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-06",95.8152,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-07",96.36611,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-08",96.92258,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-09",97.45463,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-10",97.94644,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-11",98.39773,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-12",98.81255,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-01",99.17152,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-02",99.44147,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-03",99.62366,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-04",99.69965,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-05",99.67958,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-06",99.60421,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-07",99.53976,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-08",99.53725,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-09",99.60795,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-10",99.73685,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-11",99.91687,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.1085,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.2702,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.3659,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.3592,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.2489,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.0483,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-06",99.7775,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-07",99.48541,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.23683,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-09",99.10427,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.12197,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.26722,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.48601,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.70516,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.86135,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.92841,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.90935,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.82479,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.71433,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.63026,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.5976,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.62976,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.70329,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.80196,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.92998,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-01",100.0777,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-02",100.227,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-03",100.3548,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-04",100.4754,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-05",100.5959,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-06",100.6939,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.7556,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-08",100.7916,
